drug,chirality,alogp,aromatic rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy atoms,acid,base,neutral,zwitterion,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,oral administration,parentreral,topical,prodrug
pentostatin,1,-1.18,1,-2.93,-2.02,13.06,8.33,268.27,8,8,4,4,19,0,0,1,0,268.27,268.1172,0,0,112.13,0.54,0,2,0,1,0,0
chembl1581,1,1.94,0,-0.85,0.63,3.79,5.48,368.47,5,7,2,2,26,1,0,0,0,368.47,368.2311,0,0,95.94,0.64,0,8,1,0,0,1
chembl455917,2,0.67,0,0.69,0.69,9.51,0,165.4,2,2,2,2,7,0,0,1,0,165.4,163.9199,0,0,40.46,0.41,1,0,0,0,0,0
chembl515606,1,1.6,1,-1.45,0.22,3.4,5.06,417.51,6,8,2,2,30,1,0,0,0,417.51,417.2264,0,0,99.18,0.62,0,8,0,0,0,0
chembl1583,0,1.3,1,1.25,1.47,11.72,7.23,465.53,9,10,2,3,32,0,0,1,0,465.53,465.157,0,0,137.26,0.35,0,7,1,0,0,1
chembl1584,2,4.98,2,2.76,3.63,0,8.21,410.58,5,4,1,1,29,0,0,1,0,410.58,410.2028,0,0,43.78,0.65,0,7,1,0,0,1
chembl1585,2,1.23,0,0.41,0.41,0,0,356.06,2,4,0,0,16,0,0,1,0,356.06,353.9579,0,0,40.62,0.71,0,4,1,0,0,0
polythiazide,0,1.66,1,1.1,1.1,9.31,0,439.89,6,7,2,3,25,0,0,1,0,439.89,438.9709,0,0,109.57,0.74,0,4,1,0,0,0
chembl487253,2,3.26,2,0.81,1.8,4.36,6.41,358.27,4,5,1,1,23,1,0,0,0,358.27,357.1011,0,0,58.36,0.7,0,9,0,1,0,0
chembl1589,2,2.21,1,0.87,1.81,4.31,0,324.4,4,6,2,2,22,1,0,0,0,324.4,324.1144,0,0,92.34,0.83,0,4,1,0,0,0
chembl1590,1,1.33,1,-0.78,1.32,13.89,9.52,165.24,2,2,2,2,12,0,1,0,0,165.24,165.1154,0,0,32.26,0.71,1,3,1,0,0,0
demeclocycline,1,0.26,1,-3.61,-3.17,2.59,8.54,464.86,9,10,6,7,32,0,0,0,1,464.86,464.0986,1,1,181.62,0.33,0,2,1,0,0,0
quinapril hydrochloride/hydrochlorothiazide,1,2.57,2,0.31,1.96,3.7,5.2,438.52,5,7,2,2,32,1,0,0,0,438.52,438.2155,0,0,95.94,0.58,0,9,1,0,0,1
chembl444186,0,-2.71,0,-2.65,-2.65,11.2,3.2,268.27,6,8,2,2,19,0,0,1,0,268.27,268.1172,0,0,98.82,0.54,0,3,0,0,0,0
chembl499915,1,6.83,0,0.45,6.3,4.04,0,570.77,5,7,2,2,41,1,0,0,0,570.77,570.3557,2,2,117.97,0.35,0,5,0,0,0,0
chembl509924,1,2.73,0,2.01,2.01,13.42,0,394.46,4,4,2,2,28,0,0,1,0,394.46,394.1956,0,0,74.6,0.76,0,2,0,0,0,0
acetaminophen- caffeine- dihydrocodeine bitartrate,1,1.73,1,-0.38,1.55,0,9.33,301.39,4,4,1,1,22,0,1,0,0,301.39,301.1678,0,0,41.93,0.86,0,1,1,0,0,0
chembl462605,2,4.17,1,1.87,4.12,0,9.67,295.85,2,2,0,0,20,0,1,0,0,295.85,295.1703,0,0,12.47,0.67,0,8,1,0,0,0
chembl517140,2,3.19,2,1.11,3.1,13.84,9.4,351.45,4,5,1,1,26,0,1,0,0,351.45,351.1947,0,0,54.46,0.92,0,4,0,0,0,0
chembl1596,0,2.5,2,0.2,3.63,3.29,0,494.57,6,8,2,2,35,1,0,0,0,494.57,494.1512,0,0,113.01,0.27,0,6,1,0,0,1
chembl1597,0,0.21,0,0.21,0.21,9.58,0,124.23,3,1,3,1,6,0,0,1,0,124.23,124.0017,0,0,20.23,0.45,1,2,0,1,0,0
chembl1599,1,0.48,1,-4.17,-2.05,3.35,4.99,423.47,8,9,2,2,28,1,0,0,0,423.47,423.0559,0,0,125.9,0.37,0,7,0,1,0,0
chembl1601,1,-0.92,2,-6.86,-2.52,-1.32,0,542.58,12,14,4,4,35,1,0,0,0,542.58,542.0348,2,2,204.91,0.17,0,9,0,1,0,0
chembl1604,1,0.35,0,-2.64,-2.45,3.27,7.6,349.41,5,7,3,4,24,1,0,0,0,349.41,349.1096,0,0,112.73,0.5,0,4,1,1,0,0
ceftibuten dihydrate,1,-0.05,1,-6.83,-1.48,2.85,4.68,410.43,8,10,4,5,27,1,0,0,0,410.43,410.0355,0,0,162.92,0.37,0,6,1,0,0,0
chembl489095,1,3.27,2,0.57,2.5,0,9.35,424.56,4,5,2,2,31,0,1,0,0,424.56,424.2638,0,0,47.61,0.75,0,6,0,0,0,0
chembl454138,2,5.17,3,5.11,5.11,13.58,0,438.47,3,5,1,1,32,0,0,1,0,438.47,438.1755,1,1,62.4,0.57,0,3,0,0,0,0
tetracycline hydrochloride,1,-0.21,1,-3.7,-3.47,2.91,8.81,480.9,9,10,6,7,32,0,0,0,1,444.44,444.1533,1,1,181.62,0.34,0,2,1,1,1,0
chembl460702,2,5.19,4,3.91,3.93,12.82,5.97,512.9,7,8,2,3,36,0,0,1,0,512.9,512.1063,2,2,108.47,0.35,0,7,0,0,0,0
chembl502097,1,0,0,0,0,0,0,7594.91,0,0,0,0,0,0,0,0,0,7177.25,7172.0917,0,0,0,0,0,0,0,1,0,0
topotecan hydrochloride,1,1.85,3,-0.91,-0.33,8,9.75,457.91,8,8,2,2,31,0,1,0,0,421.45,421.1638,0,0,104.89,0.49,0,3,1,1,0,0
chembl491473,2,5.22,4,2.39,4.13,0,9.14,450.51,6,7,1,1,33,0,1,0,0,450.51,450.2067,1,1,72.5,0.37,0,8,0,0,0,0
chembl506981,2,5.77,4,2.17,4.02,3.39,5.23,587.08,7,9,2,2,42,1,0,0,0,587.08,586.1983,2,2,115.57,0.28,0,7,0,0,0,0
eltrombopag olamine,2,4.56,3,1.28,6.03,3.97,0,442.48,6,8,3,3,33,1,0,0,0,442.48,442.1641,0,0,114.59,0.4,0,5,1,0,0,0
chembl465026,0,3.24,2,2.77,3.4,0,7.92,253.35,2,2,0,0,19,0,0,1,0,253.35,253.1467,0,0,12.47,0.77,0,1,0,0,0,0
chembl474579,0,-1.4,1,-7.1,-0.38,3.03,0,575.63,14,15,4,5,36,1,0,0,0,575.63,575.0021,2,2,219.93,0.07,0,9,0,1,0,0
apremilast,1,2.43,2,1.31,1.31,12.98,0,460.51,7,9,1,1,32,0,0,1,0,460.51,460.1304,0,0,119.08,0.6,0,8,1,0,0,0
chembl1609,0,0.8,1,-2.39,0.9,3.75,0,152.15,2,3,2,2,11,1,0,0,0,152.15,152.0473,0,0,57.53,0.66,1,2,0,0,0,0
chembl1611,2,1.97,2,1.07,2.63,5.86,0,274.25,2,4,2,2,19,1,0,0,0,252.27,252.0899,0,0,61.69,0.86,0,2,1,1,0,0
chembl473159,2,0.8,1,1.05,1.06,9.13,0,126.11,3,3,3,3,9,0,0,1,0,126.11,126.0317,0,0,60.69,0.48,0,0,0,0,0,0
chembl512351,2,4.14,3,1.05,3.44,13.86,11.06,451.91,5,8,3,3,32,0,1,0,0,451.91,451.1411,0,0,107.41,0.39,0,6,1,0,0,0
vismodegib,2,4.71,3,3.93,3.93,13.5,3.7,421.31,4,5,1,1,27,0,0,1,0,421.31,420.0102,0,0,76.13,0.66,0,4,1,0,0,0
chembl475251,2,3.63,3,3.63,3.63,10.9,3.05,470.46,10,11,3,3,34,0,0,1,0,470.46,470.1714,1,0,128.75,0.47,0,7,0,0,0,0
chembl522302,1,3.27,3,2.11,3.55,0,8.82,432.45,7,7,2,2,31,0,1,0,0,432.45,432.1885,0,0,76.89,0.62,0,6,0,0,0,0
chembl491571,1,-1.6,0,-5.57,-5.56,3.34,9.51,420.51,7,10,5,6,27,0,0,0,1,420.51,420.1137,1,0,162.06,0.31,0,7,0,1,0,0
chembl522987,1,5.93,2,5.01,5.33,0,7.45,491.45,2,4,1,1,34,0,0,1,0,491.45,491.1808,1,1,35.58,0.54,0,3,0,0,0,0
chembl359744,1,0,2,0.1,0.53,8,9.03,579.99,12,12,6,7,39,0,1,0,0,543.53,543.1741,3,3,206.07,0.24,0,5,0,1,0,0
chembl447868,-1,0,0,0,0,0,0,160.1,0,0,0,0,0,0,0,0,0,160.1,160.0136,0,0,0,0,0,0,0,0,0,0
chembl506569,1,0.61,0,0.59,1.04,7.15,0,985.13,20,20,8,8,69,0,0,1,0,985.13,984.493,3,3,288.28,0.1,0,11,0,0,0,0
chembl1614,1,0.04,0,0.15,0.6,7.15,0,943.09,19,19,9,9,66,0,0,1,0,943.09,942.4824,3,3,282.21,0.1,0,10,0,1,0,0
apomorphine hydrochloride,1,2.85,2,2.58,2.88,9.26,7.72,303.79,3,3,2,2,20,0,0,1,0,267.33,267.1259,0,0,43.7,0.72,1,0,0,1,0,0
rifaximin,1,6.16,4,3.93,4.59,6.42,5.88,785.89,13,14,5,5,57,1,0,0,0,785.89,785.3524,3,3,198.38,0.11,0,2,1,0,0,0
chembl1618,1,-0.04,2,-3.04,0.42,3.1,0,512.51,11,12,2,2,33,1,0,0,0,490.52,490.0729,1,1,156.61,0.28,0,9,0,1,0,1
cladribine,1,-0.3,2,-0.28,-0.28,13.89,2.22,285.69,8,8,3,4,19,0,0,1,0,285.69,285.0629,0,0,119.31,0.65,0,2,0,1,0,1
chembl448343,0,-0.25,0,-2.81,-2.8,2.16,8.92,141.08,2,3,2,3,8,0,0,0,1,141.08,141.0355,0,0,63.32,0.53,0,3,0,0,0,0
diphenhydramine hydrochloride,2,3.35,2,2.17,3.65,0,8.87,291.82,2,2,0,0,19,0,1,0,0,255.36,255.1623,0,0,12.47,0.78,0,6,1,1,0,0
chembl1621,0,3.08,3,0.38,1.76,13.74,8.76,426.49,7,7,1,1,31,0,1,0,0,426.49,426.2067,0,0,84.39,0.69,0,4,1,0,0,0
chembl494089,1,1.58,3,-1.4,1.17,13.27,10.07,425.49,10,10,3,4,31,0,1,0,0,425.49,425.2175,0,0,137.14,0.52,0,5,0,0,0,0
chembl524004,0,2.7,2,-0.97,-0.97,11.05,0,340.44,3,4,1,1,25,0,0,1,0,340.44,340.1907,0,0,46.53,0.69,0,4,1,0,0,0
meclizine hydrochloride,0,5.56,3,5.91,6.39,0,7.71,390.96,2,2,0,0,28,0,0,1,0,390.96,390.1863,1,1,6.48,0.56,0,5,1,0,0,0
levothyroxine sodium,1,4.56,2,3.44,3.73,0.27,9.43,776.87,4,5,3,4,24,0,0,0,1,776.87,776.6867,1,1,92.78,0.39,0,5,1,1,0,0
chembl1626,1,5.1,2,2.79,4.92,0,9.55,343.9,2,2,0,0,24,0,1,0,0,343.9,343.1703,1,1,12.47,0.72,0,6,1,0,0,0
olaparib,2,2.35,3,1.96,1.96,9.96,0,434.47,4,7,1,1,32,0,0,1,0,434.47,434.1754,0,0,86.37,0.68,0,4,1,0,0,0
chembl493287,1,-3.25,0,-3.93,-3.04,11.73,8.23,179.17,6,6,5,6,12,0,0,1,0,179.17,179.0794,1,0,116.17,0.29,0,1,0,0,0,0
chembl521851,2,2.15,4,2.44,2.46,11.6,5.98,513.65,9,10,1,1,35,0,0,1,0,513.65,513.1617,1,1,107.55,0.43,0,5,0,0,0,0
isentress,2,0.91,3,-0.92,-0.39,7.02,0,482.51,9,11,3,3,32,0,0,1,0,444.42,444.1557,1,0,152.24,0.51,0,6,1,0,0,0
chembl447664,2,2,4,2.22,2.22,0,4.13,321.34,8,8,2,4,24,0,0,1,0,321.34,321.1338,0,0,121.67,0.55,0,3,0,0,0,0
chembl443605,2,3.22,1,4.1,4.1,9.55,0,194.27,2,2,2,2,14,0,0,1,0,194.27,194.1307,0,0,40.46,0.71,0,5,0,0,0,0
chembl1632,1,0.59,1,-3.38,0.02,3.43,0,418.43,7,8,2,2,26,1,0,0,0,396.45,396.045,0,0,113.01,0.53,0,6,0,1,0,0
chembl504652,0,1.41,1,-2.17,0.78,0,10.64,203.29,3,3,1,1,15,0,1,0,0,203.29,203.1422,0,0,28.16,0.75,1,1,0,0,0,0
chembl1633,2,4.01,2,3.16,3.35,12.67,7.15,425.51,3,2,0,0,22,0,0,1,0,309.43,309.1187,0,0,20.31,0.73,0,0,0,0,1,0
chembl467888,1,3.83,2,3.58,3.58,10.91,0.46,394.31,3,4,2,2,27,0,0,1,0,394.31,394.1116,0,0,56.33,0.76,0,2,0,0,0,0
chembl466659,2,-1.19,0,0.06,0.06,0,0,316.14,12,16,0,0,21,0,0,0,0,316.14,316.0139,1,1,209.48,0.31,0,12,0,0,0,0
gemcitabine hydrochloride,1,-1.29,1,-1.47,-1.47,11.52,0,299.66,7,7,3,4,18,0,0,1,0,263.2,263.0718,0,0,110.6,0.61,0,2,0,1,0,1
chembl467084,1,2.32,2,0.1,1.98,0,9.31,198.27,2,2,1,2,15,0,1,0,0,198.27,198.1157,0,0,38.91,0.82,1,3,0,0,0,0
aliskiren hemifumarate,1,3.29,1,1,3.12,0,9.57,551.77,7,9,4,6,39,0,1,0,0,551.77,551.3934,2,1,146.13,0.19,0,19,1,0,0,0
chembl1641,1,1.9,0,-2.42,1.15,1.18,0,442.45,6,8,4,4,30,1,0,0,0,442.45,442.1757,0,0,141.36,0.48,0,4,0,1,0,1
chembl485253,1,1.94,2,1.25,1.82,0,7.83,353.47,4,5,2,2,26,0,0,1,0,353.47,353.2103,0,0,57.5,0.88,0,4,1,0,0,0
imatinib mesylate,2,4.59,4,3.8,4.38,12.69,7.84,589.72,7,8,2,2,37,0,0,1,0,493.62,493.259,0,0,86.28,0.39,0,7,1,0,0,0
ribavirin,1,-3.01,1,-2.77,-2.77,11.88,0,244.21,8,9,4,5,17,0,0,1,0,244.21,244.0808,0,0,143.72,0.44,0,3,1,0,1,1
cefadroxil,1,0.15,1,-2.81,-2.45,3.25,7.22,363.39,6,8,4,5,25,1,0,0,0,363.39,363.0889,0,0,132.96,0.56,0,4,1,0,0,0
chembl494753,1,3.29,1,1.46,3.83,-1.75,0,350.44,4,5,1,1,24,1,0,0,0,350.44,350.1188,0,0,80.67,0.83,0,2,1,0,1,0
chembl496102,2,3.93,5,3.34,3.37,0,6.17,383.41,7,7,0,0,29,0,0,1,0,383.41,383.1382,0,0,74.43,0.46,0,5,0,0,0,0
isradipine,0,2.58,2,2,2,0,0,371.39,8,8,1,1,27,0,0,1,0,371.39,371.1481,0,0,103.55,0.82,0,4,1,0,0,0
vorapaxar,1,5.63,2,5.04,5.04,0,4.32,492.59,5,6,1,1,36,0,0,1,0,492.59,492.2424,1,1,77.52,0.55,0,5,1,0,0,0
cortisone acetate,1,2.56,0,2.1,2.1,12.6,0,402.49,6,6,1,1,29,0,0,1,0,402.49,402.2042,0,0,97.74,0.73,0,3,1,1,0,0
chembl515966,1,6.2,3,4.65,6.57,0,9.26,454.66,3,3,1,1,34,0,1,0,0,454.66,454.2984,1,1,24.5,0.44,0,8,0,0,0,0
chembl477772,2,3.14,4,3.55,3.55,10.41,4.36,437.53,8,9,2,3,31,0,0,1,0,437.53,437.1634,0,0,119.03,0.49,0,5,1,0,0,0
chembl476323,2,4.58,3,1.89,3.86,0,9.37,431.46,5,5,0,0,31,0,1,0,0,431.46,431.1821,0,0,47.36,0.54,0,6,0,0,0,0
chembl1652,2,4.64,2,-3.63,-3.63,11.48,0,537.58,2,6,2,2,36,0,0,1,0,537.58,536.2674,1,1,58.2,0.27,0,14,1,0,0,0
vincristine sulfate,1,3.52,3,1.14,3.13,10.85,8.66,923.05,12,14,3,3,60,0,1,0,0,824.97,824.3996,2,2,171.17,0.13,0,8,0,1,0,0
chembl513909,1,3.56,2,1.87,3.06,12.25,8.57,521.67,8,10,2,2,38,0,1,0,0,521.67,521.3114,1,1,102.93,0.57,0,7,0,0,0,0
chembl1653,0,3.17,2,0.91,2.98,0,9.48,356.42,2,2,0,0,18,0,1,0,0,240.35,240.1626,0,0,16.13,0.8,0,5,0,0,1,0
trabectedin,1,3.41,3,3.97,4.19,9.25,7.19,761.85,15,14,4,4,54,0,0,1,0,761.85,761.2618,2,2,168.72,0.23,0,3,0,1,0,0
chembl495727,2,2.07,3,1.19,1.29,9.85,6.83,381.44,5,9,4,4,28,0,0,1,0,381.44,381.1913,0,0,110.96,0.54,0,5,0,0,0,0
risedronate sodium,2,-0.37,1,-6.73,-3.32,0.68,4.91,305.1,4,8,5,5,17,1,0,0,0,283.11,283.0011,0,0,148.18,0.47,0,4,1,0,0,0
chembl522892,2,2.54,4,1.04,1.35,8.56,7.87,392.44,5,7,3,4,29,0,0,1,0,392.44,392.1761,0,0,94.04,0.49,0,2,0,0,0,0
chembl1655,2,6.22,3,4.89,6.27,0,8.76,405.97,2,2,0,0,29,0,1,0,0,405.97,405.1859,1,1,12.47,0.31,0,9,1,0,0,1
tazarotene,2,4.43,2,5.22,5.22,0,1.23,351.47,4,3,0,0,25,0,0,1,0,351.47,351.1293,0,0,39.19,0.59,0,2,0,0,1,1
retapamulin,1,5.25,0,2.11,4.37,0,9.69,517.78,6,5,1,1,36,0,1,0,0,517.78,517.3226,2,2,66.84,0.4,0,5,0,0,1,0
chembl1659,0,3.82,2,1.52,3.58,0,9.47,390.87,2,2,0,0,19,0,1,0,0,274.8,274.1237,0,0,16.13,0.82,0,5,1,1,0,0
chembl453514,1,2.33,0,0.02,2.5,12.53,9.26,843.06,16,16,4,4,59,0,1,0,0,843.06,842.514,2,2,195.38,0.17,0,11,0,0,0,0
telavancin hydrochloride,1,0,0,0,0,0,0,1755.66,0,0,0,0,0,0,0,0,0,1755.66,1753.6374,0,0,0,0,0,0,0,1,0,0
caspofungin acetate,1,0,0,0,0,0,0,1093.33,0,0,0,0,0,0,0,0,0,1093.33,1092.6431,0,0,0,0,0,0,0,1,0,0
ceftaroline fosamil,1,-0.11,3,-6.83,-3.71,1.76,0.35,684.7,14,16,4,4,43,1,0,0,0,684.7,684.0103,2,2,223.24,0.07,0,11,0,1,0,1
rifapentine,1,5.65,2,3.78,3.7,7,7.82,877.04,15,16,6,6,63,0,0,1,0,877.04,876.4521,4,4,220.15,0.09,0,5,1,0,0,0
chembl1661,1,-5.76,0,-5.5,-5.5,12.1,0,344.31,11,11,9,9,23,0,0,1,0,344.31,344.1319,2,2,200.53,0.2,0,8,1,0,0,0
secnidazole,0,0.48,1,-0.04,-0.04,0,3.02,185.18,5,6,1,1,13,0,0,1,0,185.18,185.08,0,0,81.19,0.55,0,3,1,0,0,0
chembl514201,1,3.98,3,3.89,3.9,0,5.87,513.01,5,7,0,0,36,0,0,1,0,513.01,512.199,1,1,65.86,0.38,0,5,0,0,0,0
chembl523299,2,5.14,3,0.68,0.68,13.04,0,508.5,2,3,1,1,32,0,0,1,0,428.6,428.2584,1,1,29.46,0.4,0,8,0,0,1,0
panobinostat,2,3.33,3,0.97,2.48,9.31,9.95,349.43,3,5,4,4,26,0,1,0,0,349.43,349.179,0,0,77.15,0.23,0,7,1,0,0,0
chembl489411,0,4.66,1,4.49,5.62,0,8.49,317.52,2,2,0,0,23,0,0,1,0,317.52,317.2719,0,0,12.47,0.76,0,6,0,0,0,0
chembl1664,1,2.52,2,-1.2,1.92,1.22,2.45,585.62,8,12,4,5,39,1,0,0,0,585.62,585.191,2,1,177.72,0.2,0,13,1,0,0,1
chembl490029,1,6.32,4,4.02,7.3,3.78,0,527.5,6,7,1,1,38,1,0,0,0,527.5,527.1556,2,2,86.99,0.26,0,9,0,0,0,0
teriparatide,1,0,0,0,0,0,0,4117.79,0,0,0,0,0,0,0,0,0,4117.79,4115.1309,0,0,0,0,0,0,0,1,0,0
chembl486696,2,6.06,1,2.55,2.55,0,0,414.47,1,2,0,0,24,0,0,1,0,334.57,334.3104,1,1,9.23,0.28,0,15,0,0,0,0
micafungin,1,0,0,0,0,0,0,1270.29,0,0,0,0,0,0,0,0,0,1270.29,1269.4384,0,0,0,0,0,0,0,1,0,0
chembl1668,1,4.57,3,3.92,4.07,0,7.02,634.73,10,11,1,1,46,0,0,1,0,634.73,634.289,2,1,117.78,0.27,0,9,1,0,0,0
chembl464982,2,5.66,0,3.62,6.06,4.92,0,278.44,1,2,1,1,20,1,0,0,0,278.44,278.2246,1,1,37.3,0.35,0,13,0,0,0,0
chembl459265,2,4.46,2,1.39,1.4,0,4.83,372.54,2,3,0,0,28,0,0,1,0,372.54,372.2434,0,0,9.49,0.73,0,4,0,0,1,0
chembl1670,0,5.93,2,6.11,6.11,0,0,320.05,0,0,0,0,18,0,0,1,0,320.05,317.9537,1,1,0,0.62,0,3,1,0,0,0
propranolol hydrochloride,0,2.58,2,0.36,2.58,0,9.67,295.81,3,3,2,2,19,0,1,0,0,259.35,259.1572,0,0,41.49,0.84,0,6,1,1,0,0
cefditoren pivoxil,1,2.3,2,2.82,2.82,10.82,3.4,620.74,14,13,2,3,41,0,0,1,0,620.74,620.1182,2,2,175.4,0.14,0,9,1,0,0,1
fluticasone furoate,1,4.93,1,4.13,4.13,13.61,0,538.58,7,6,1,1,37,0,0,1,0,538.58,538.1637,1,1,93.81,0.54,0,4,0,0,1,0
chembl1677,2,2.7,2,1.25,2.63,0,8.95,234.73,2,2,1,2,15,0,1,0,0,198.27,198.1157,0,0,38.91,0.71,1,0,1,0,0,0
donepezil hydrochloride,0,4.36,2,3.04,4.21,0,8.54,415.96,4,4,0,0,28,0,1,0,0,379.5,379.2147,0,0,38.77,0.75,0,6,1,0,0,0
chembl483321,2,4.95,4,3.76,3.77,0,5.19,469.55,7,8,2,2,35,0,0,1,0,469.55,469.2114,0,0,98.26,0.36,0,9,0,0,0,0
chembl507674,1,-1.11,2,-4.35,-0.9,3.19,0,645.68,13,17,4,4,44,1,0,0,0,645.68,645.1424,2,2,220.26,0.14,0,9,0,1,0,0
enfuvirtide,1,0,0,0,0,0,0,4491.94,0,0,0,0,0,0,0,0,0,4491.94,4489.1866,0,0,0,0,0,0,0,1,0,0
chembl445813,2,2.45,2,-0.2,1.96,10.8,9.99,382.25,4,7,4,4,25,0,1,0,0,382.25,381.0759,0,0,98.91,0.65,0,4,0,0,0,0
octreotide,1,0,0,0,0,0,0,1019.26,0,0,0,0,0,0,0,0,0,1019.26,1018.4405,0,0,0,0,0,0,0,1,0,0
hydrocortisone butyrate,1,3.13,0,2.86,2.86,13.75,0,432.56,6,6,2,2,31,0,0,1,0,432.56,432.2512,0,0,100.9,0.65,0,5,0,0,1,1
chembl514446,1,4.07,0,0.71,3.64,4.35,0,402.53,4,5,1,1,29,1,0,0,0,402.53,402.2406,0,0,88.51,0.77,0,4,0,0,0,0
chembl457748,1,8.08,3,8.04,8.04,10.62,0,514.99,5,5,1,1,35,0,0,1,0,514.99,514.1676,2,2,64.99,0.32,0,7,0,0,0,1
chembl514270,2,3.12,3,1.79,3.04,0,8.72,404.47,6,8,1,1,30,0,1,0,0,404.47,404.1961,0,0,75.52,0.72,0,4,0,0,0,0
chembl502182,1,5.54,4,3.14,3.14,3.86,9.04,653.58,7,8,2,2,45,0,0,0,1,631.6,631.2106,2,2,102.56,0.16,0,12,1,0,0,0
chembl1684,0,1.63,2,1.69,1.7,9.04,0,421.42,5,7,3,4,27,0,0,1,0,421.42,421.0378,0,0,118.36,0.7,0,3,1,0,0,0
chembl456237,2,6.7,4,6.84,6.84,0,0.51,422.78,2,2,0,0,29,0,0,1,0,422.78,422.0609,1,1,17.82,0.34,0,3,0,0,0,0
dimethyl fumarate kit,2,-0.29,0,-6.51,-0.04,3.35,0,116.07,2,4,2,2,8,1,0,0,0,116.07,116.011,0,0,74.6,0.49,0,2,0,0,0,0
chembl508102,2,1.56,1,1.35,1.35,0,0,186.24,5,4,0,0,12,0,0,0,0,186.24,186.0463,0,0,36.16,0.62,0,1,0,0,0,0
chembl1685,1,3.11,1,1.31,3.23,10.43,9.67,245.37,2,2,2,3,18,0,1,0,0,245.37,245.178,0,0,46.25,0.74,0,0,0,1,0,0
chembl447955,1,7.68,2,6.75,6.75,0,2.07,555.53,3,3,0,0,39,0,0,1,0,555.53,555.2008,2,2,29.54,0.35,0,5,0,0,0,0
chembl483158,2,5.75,4,2.74,5.5,4.28,3.01,518.93,7,8,2,2,37,1,0,0,0,518.93,518.1157,2,2,105.93,0.33,0,6,0,0,0,0
chembl482767,2,4.52,4,3.92,4.05,7.38,5.8,430.95,6,7,3,3,28,0,0,1,0,430.95,430.0437,0,0,95.06,0.43,0,5,0,0,0,0
chembl482967,2,3.07,3,2.73,2.73,0,4.08,368.47,8,7,2,3,26,0,0,1,0,368.47,368.1419,0,0,89.19,0.73,0,4,0,0,0,0
chembl482968,2,3.17,3,4.56,4.83,13.07,7.33,375.48,6,7,2,2,28,0,0,1,0,375.48,375.2171,0,0,72.97,0.71,0,5,0,0,0,0
crisaborole,2,0,0,0,0,0,0,251.05,0,0,0,0,0,0,0,0,0,251.05,251.0754,0,0,0,0,0,0,0,0,1,0
chembl482950,1,3.33,3,3.37,3.37,0,3.06,340.43,7,7,1,1,25,0,0,1,0,340.43,340.2012,0,0,77.23,0.77,0,5,0,0,0,0
carfilzomib,1,2.58,2,4.2,4.2,11.91,4.96,719.92,8,12,4,4,52,0,0,1,0,719.92,719.4258,2,1,158.47,0.15,0,20,0,1,0,0
chembl519504,1,5.13,4,1.79,4.76,4.3,0.93,437.52,6,6,1,1,31,1,0,0,0,437.52,437.1297,1,1,81.79,0.39,0,9,0,0,0,0
nintedanib,2,3.62,3,2.57,2.79,10.86,7.23,539.64,7,9,2,2,40,0,0,1,0,539.64,539.2533,1,1,94.22,0.35,0,7,1,0,0,0
chembl1689,2,1.23,1,-1.08,1.2,0,10.25,196.68,2,2,1,1,12,0,1,0,0,160.22,160.1,0,0,24.39,0.69,1,2,0,1,0,0
hydroxychloroquine sulfate,0,3.78,2,0.33,2.89,0,9.76,433.96,4,4,2,2,23,0,1,0,0,335.88,335.1764,0,0,48.39,0.73,0,9,1,0,0,0
chembl588046,1,3.17,2,0.86,2.51,13.89,9.05,360.89,4,4,1,1,24,0,1,0,0,324.42,324.1838,0,0,45.59,0.88,0,4,0,0,0,0
mefloquine hydrochloride,0,4.45,2,2.07,4.11,13.79,9.46,414.78,3,3,2,2,26,0,1,0,0,378.32,378.1167,0,0,45.15,0.76,0,2,1,0,0,0
betaxolol hydrochloride,0,2.39,1,0.31,2.54,0,9.67,343.9,4,4,2,2,22,0,1,0,0,307.43,307.2147,0,0,50.72,0.62,0,11,1,0,1,0
hydralazine hydrochloride,2,0.92,2,-0.73,0.75,0,8.88,196.64,4,4,2,3,12,0,1,0,0,160.18,160.0749,0,0,63.83,0.48,0,1,1,1,0,0
fingolimod hcl,2,3.2,1,2.12,4.06,0,9.38,343.94,3,3,3,4,22,0,1,0,0,307.48,307.2511,0,0,66.48,0.52,0,12,1,0,0,1
chembl544428,0,3.08,2,3.71,3.83,0,6.92,300.83,2,2,0,0,20,0,0,1,0,264.37,264.1626,0,0,6.48,0.72,0,0,0,0,0,0
imipramine hydrochloride,2,3.88,2,2.48,4.28,0,9.2,316.88,2,2,0,0,21,0,1,0,0,280.42,280.1939,0,0,6.48,0.84,0,4,1,1,0,0
diethylpropion hydrochloride,0,2.6,1,2.38,2.7,0,7.44,241.76,2,2,0,0,15,0,0,1,0,205.3,205.1467,0,0,20.31,0.69,0,5,1,0,0,0
benazepril hydrochloride,1,2.57,2,0.07,1.54,3.53,5.36,460.96,5,7,2,2,31,1,0,0,0,424.5,424.1998,0,0,95.94,0.6,0,9,1,0,0,1
tiagabine hydrochloride,1,5.04,2,2.6,2.6,4.14,9.26,412.02,4,3,1,1,25,0,0,0,1,375.56,375.1327,1,1,40.54,0.77,0,6,1,0,0,0
